epoch,train_loss,train_loss_std,test_loss,test_loss_std,test_mae,test_mse,exception_rate,n_exceptions,kupiec_p,christoffersen_p,expected_shortfall
1,1.317453919256992,0.5268938661928038,,,,,,,,,
2,1.2738866617231361,0.5075690996589898,,,,,,,,,
3,1.260392270380914,0.47545125268253446,,,,,,,,,
4,1.2537888226945701,0.44724062965157396,,,,,,,,,
5,1.2497703984972035,0.4275076057893524,1.3156626952890065,0.43571934377324184,0.6835655570030212,0.9872885346412659,0.013937918441874619,458.0,1.207621793313835e-11,0.0011397979856476725,-3.4573232543259267
6,1.2471724771502772,0.40998178113477074,,,,,,,,,
7,1.244501767369835,0.4047825688253137,,,,,,,,,
8,1.2432312370945378,0.3983432840164411,,,,,,,,,
9,1.2412700366462275,0.38878753760262075,,,,,,,,,
10,1.2412235756468057,0.4003022567412223,1.311899492504418,0.4231231788138318,0.6833918690681458,0.9868454933166504,0.013816189896530736,454.0,4.586379394433726e-11,8.676807155216792e-06,-3.5029619753188324
11,1.2402191726035299,0.37577818100499194,,,,,,,,,
12,1.2390195418424474,0.3689762860773767,,,,,,,,,
13,1.238492327945984,0.3797572915003684,,,,,,,,,
14,1.2382384284157137,0.36877566405239387,,,,,,,,,
15,1.2362711567815936,0.35893662117421127,1.3048715553270922,0.4029512806341739,0.6833373308181763,0.9867880940437317,0.01314668289713938,432.0,4.5081106022019474e-08,2.7130853477830286e-05,-3.531668499406595
16,1.236220049025285,0.35371426782687426,,,,,,,,,
17,1.2362388199537273,0.36268127627121055,,,,,,,,,
18,1.2350102801986858,0.349028029888661,,,,,,,,,
19,1.2348463400359038,0.343417957423064,,,,,,,,,
20,1.2339280346738684,0.33434528441951644,1.305982761338948,0.4074708503331143,0.6833213567733765,0.9867744445800781,0.013785757760194766,453.0,6.648522070942494e-11,5.647282964593714e-07,-3.494739018421902
21,1.2333938892194045,0.3438920738348044,,,,,,,,,
22,1.2336360435025397,0.33488838723810366,,,,,,,,,
23,1.2331468514322332,0.3333374537101865,,,,,,,,,
24,1.2331422799042275,0.33346109390821077,,,,,,,,,
25,1.232164646402797,0.32501403204684765,1.3011578664604388,0.39157815927758394,0.6833723783493042,0.9868525862693787,0.013755325623858795,452.0,9.627560444439717e-11,0.0008552761832545386,-3.458821753039053
26,1.2322998656801583,0.3227782013837749,,,,,,,,,
27,1.2313570922916908,0.3274483393666048,,,,,,,,,
28,1.231837670458901,0.3231991099012946,,,,,,,,,
29,1.230823370333969,0.313407268186513,,,,,,,,,
30,1.2306984982107418,0.32213720115774913,1.2966783110708897,0.37776733976360344,0.6833112835884094,0.9867883920669556,0.012720632988435789,418.0,1.8130745837362074e-06,1.1022636153712462e-05,-3.552609299384389
31,1.2304291362167712,0.31077042484492806,,,,,,,,,
32,1.2296777916838268,0.3122432142436878,,,,,,,,,
33,1.2301903618701753,0.3069852261466455,,,,,,,,,
34,1.2296679771708094,0.3082119353470297,,,,,,,,,
35,1.2294615713365773,0.30539787208589736,1.295577566385153,0.3840155434315849,0.6832925081253052,0.9865473508834839,0.013420572124163116,441.0,2.8207144607959246e-09,4.71202850335084e-05,-3.5145629782258907
36,1.2290980131327889,0.30465489525983025,,,,,,,,,
37,1.2286388188331658,0.30751312550492715,,,,,,,,,
38,1.2282088659821822,0.30102678109002423,,,,,,,,,
39,1.228221997556905,0.2987743401832939,,,,,,,,,
40,1.2274057064600556,0.2945200197435506,1.2949941831966454,0.3749925525541562,0.6832869052886963,0.9865629076957703,0.013816189896530736,454.0,4.586379394433726e-11,0.00010092827365615342,-3.44662107379247
41,1.228139137442709,0.29771439066195,,,,,,,,,
42,1.2279858953326075,0.2971036615054711,,,,,,,,,
43,1.227292874816626,0.2892567153136307,,,,,,,,,
44,1.2270392670744195,0.2890024707741027,,,,,,,,,
45,1.2265486975133026,0.2941079884103805,1.2942807836042756,0.3757932981772399,0.6831086874008179,0.9863335490226746,0.014516129032258065,477.0,1.1011749271946577e-14,0.00011728316044101739,-3.3961973577418183
46,1.2263798235001084,0.2857619861951157,,,,,,,,,
47,1.226505692740296,0.2861221163444751,,,,,,,,,
48,1.226320700445166,0.28690777463046935,,,,,,,,,
49,1.2261887933968973,0.285200351088536,,,,,,,,,
50,1.2255734739812867,0.28632535863616687,1.293375104694775,0.3733858614771703,0.6830996870994568,0.9860113263130188,0.014972611077297627,492.0,2.796477371143189e-17,8.917108859740619e-05,-3.36122238012456
51,1.2258687566414428,0.2834515935241447,,,,,,,,,
52,1.225774755175013,0.28442058192939623,,,,,,,,,
53,1.2255275736812032,0.2839352875417687,,,,,,,,,
54,1.225924790813934,0.282914604117112,,,,,,,,,
55,1.225408650053562,0.2837636342900357,1.2916537929097773,0.3696469753685536,0.6830421686172485,0.9857949018478394,0.01436396835057821,472.0,7.628392168807889e-14,0.00027116488943801365,-3.419237870680197
56,1.2251012341274456,0.2832136835653065,,,,,,,,,
57,1.225206415527072,0.27865618461630903,,,,,,,,,
58,1.2248851105632563,0.28159731580990255,,,,,,,,,
59,1.2244815696989202,0.28200664277006615,,,,,,,,,
60,1.2249010630393429,0.27739903267502636,1.2939551739636972,0.37435199901334826,0.6830366849899292,0.9857811331748962,0.015246500304321363,501.0,6.895738387030764e-19,0.00014725690535022373,-3.3300131362903116
61,1.2246212767583804,0.27706233629820864,,,,,,,,,
62,1.2241803822474373,0.27589520948328017,,,,,,,,,
63,1.2242099874355652,0.27660311306663876,,,,,,,,,
64,1.2243317025474036,0.28216200332692026,,,,,,,,,
65,1.2242727859285918,0.27703773064244097,1.2929503751271192,0.3677834264156215,0.6831340789794922,0.985998809337616,0.014942178940961656,491.0,4.468949510602382e-17,8.424105765103551e-05,-3.359827524097748
66,1.2243889183699868,0.2747367345503946,,,,,,,,,
67,1.2241227405227064,0.27474421107328784,,,,,,,,,
68,1.223866482292318,0.2808304900553032,,,,,,,,,
69,1.2239484635759232,0.2718644501284791,,,,,,,,,
70,1.2232700955995668,0.2774273442009414,1.2931488269346947,0.36968869225916534,0.6831125020980835,0.9858368635177612,0.015307364576993304,503.0,2.5484353872170816e-19,5.505532460015061e-05,-3.3347340345880414
71,1.223364981157958,0.2719364451518734,,,,,,,,,
72,1.2238468535351654,0.2770427632600085,,,,,,,,,
73,1.2235385328785613,0.27718071237588243,,,,,,,,,
74,1.2234008632049826,0.2719012004154747,,,,,,,,,
75,1.223392524346582,0.27710005968404,1.2915187590803585,0.3698007094755766,0.6831218600273132,0.9857762455940247,0.014881314668289713,489.0,9.280409715842934e-17,2.377239134410125e-05,-3.3833643000519436
76,1.2230154560182596,0.2746147574031615,,,,,,,,,
77,1.223110838863391,0.2732147855637427,,,,,,,,,
78,1.2229447708540329,0.2749337441318386,,,,,,,,,
79,1.2231799886520827,0.27310168363591636,,,,,,,,,
80,1.2231717756741571,0.27476892448108814,1.2956454500251295,0.3686788334400479,0.6831023097038269,0.9856957197189331,0.016007303712720633,526.0,6.638707984195887e-24,0.0005403758000734893,-3.246637116154103
81,1.2230841328068147,0.2773715764665147,,,,,,,,,
82,1.2225956839269267,0.2722862262336054,,,,,,,,,
83,1.2226817860338228,0.2691251772961007,,,,,,,,,
84,1.2227545178349324,0.2722532903880446,,,,,,,,,
85,1.2226295342709315,0.2710591213324369,1.294512138133388,0.3717537920087025,0.6830357313156128,0.9857482314109802,0.015216068167985392,500.0,9.109294035599759e-19,0.00040056303061308807,-3.329893027447045
86,1.2228395023438385,0.272508192085125,,,,,,,,,
87,1.22221445694286,0.2734765178030869,,,,,,,,,
88,1.222408757961776,0.2745141446680812,,,,,,,,,
89,1.2220164390780002,0.2712181488820352,,,,,,,,,
90,1.2226869013361221,0.2692000831005508,1.2913053170093194,0.364808111593265,0.6831592321395874,0.985928475856781,0.014668289713937918,482.0,1.825197445707183e-15,4.9966438182225126e-05,-3.408216345028388
91,1.2219094564728084,0.2725127333143869,,,,,,,,,
92,1.221982520532387,0.2731729258190372,,,,,,,,,
93,1.222193268814252,0.2695793072555577,,,,,,,,,
94,1.222049191721298,0.2699441082935553,,,,,,,,,
95,1.2219524085303686,0.27076513523258255,1.2908573572568327,0.3667851291137379,0.6832555532455444,0.9862295389175415,0.01472915398660986,484.0,7.410410449491099e-16,1.7413115424136372e-05,-3.4084436874937603
96,1.2215596150258958,0.26940117466927965,,,,,,,,,
97,1.2220271330247765,0.26863601772395507,,,,,,,,,
98,1.2218078601377762,0.26984278639604153,,,,,,,,,
99,1.2212287540102669,0.2699788877410038,,,,,,,,,
100,1.2216098304566334,0.2685590608072449,1.2929787785540305,0.3655264509670315,0.6831996440887451,0.9859811067581177,0.015003043213633598,493.0,1.754286097018385e-17,9.436796084094645e-05,-3.3596414019859364
101,1.2217605037097377,0.2730180853664082,,,,,,,,,
102,1.2215565933131265,0.27067234898051307,,,,,,,,,
103,1.2213538210004227,0.2771807632017084,,,,,,,,,
104,1.2210831099372177,0.2741457111497632,,,,,,,,,
105,1.221386751149579,0.2693826531785161,1.2941629999220197,0.36985292353474036,0.6833517551422119,0.9866073727607727,0.016220328667072428,533.0,2.0615464138746305e-25,0.0007595412355017039,-3.2580439686769616
106,1.2211628358150743,0.26898147231621267,,,,,,,,,
107,1.2209410828748757,0.2695274495569701,,,,,,,,,
108,1.2208643445108787,0.2682967665551325,,,,,,,,,
109,1.2204883671248723,0.27073311019160107,,,,,,,,,
110,1.2211782112190765,0.27162777653862524,1.2916839625958458,0.3670189554509825,0.6833642721176147,0.9866011142730713,0.014790018259281801,486.0,3.6847644773206786e-16,1.973661380316738e-05,-3.3857921903356285
111,1.2203867061854397,0.26678127222683207,,,,,,,,,
112,1.2203906948204246,0.2697860231715137,,,,,,,,,
113,1.221231654624304,0.2713710798206842,,,,,,,,,
114,1.220423849122869,0.2715202596418798,,,,,,,,,
115,1.220523481636738,0.27296682105112924,1.2934170062086947,0.3639850467829098,0.6834268569946289,0.9868384599685669,0.014637857577601948,481.0,2.3257882324293072e-15,0.0004323775197038193,-3.3910441446628763
116,1.2207927283856148,0.27658310260992774,,,,,,,,,
117,1.220345854388595,0.2690594346841014,,,,,,,,,
118,1.2200147149854101,0.27374421459068987,,,,,,,,,
119,1.220378203359763,0.2643527446440135,,,,,,,,,
120,1.220287707921093,0.26920811529814886,1.293641989845728,0.37087299221704856,0.6840008497238159,0.9882714152336121,0.015702982349360926,516.0,7.626947348337598e-22,0.00011530417973226736,-3.3316843341397777
121,1.2198516428543282,0.2698173228149617,,,,,,,,,
122,1.220151671205489,0.2720007504866855,,,,,,,,,
123,1.2203142012627757,0.2688277183586095,,,,,,,,,
124,1.2200740674913468,0.2676755779991185,,,,,,,,,
125,1.2204335608138772,0.26826811934176276,1.291845204303188,0.3674200558999753,0.6833727955818176,0.9871242642402649,0.014820450395617772,487.0,2.32246499287766e-16,6.694508763782636e-05,-3.4012361322558458
126,1.2196018840809677,0.2673656807409333,,,,,,,,,
127,1.219291119147033,0.2697085691008282,,,,,,,,,
128,1.2188046854339092,0.266055588100275,,,,,,,,,
129,1.218967124641712,0.26691927116901043,,,,,,,,,
130,1.2192278222626693,0.2731761553915145,1.2949160560312614,0.36813959153699377,0.6836103200912476,0.9874501824378967,0.015763846622032868,518.0,3.3161540089020577e-22,0.0003616829336291483,-3.302159543967326
131,1.2189734229966507,0.2705610709775198,,,,,,,,,
132,1.2193733661879973,0.26838327563368125,,,,,,,,,
133,1.2200046813333945,0.2705204291374187,,,,,,,,,
134,1.2191386447319663,0.26498425765836964,,,,,,,,,
135,1.2190016149108336,0.26585076901723015,1.292951868609421,0.365523099847812,0.683539092540741,0.9870922565460205,0.014607425441265977,480.0,3.606341720408935e-15,0.00041089575930775,-3.3989306045227172
136,1.2189247993631092,0.26665052923702387,,,,,,,,,
137,1.2191162642924502,0.26637819238088467,,,,,,,,,
138,1.2191672922634142,0.2729631784335909,,,,,,,,,
139,1.219347524980137,0.2691677766847512,,,,,,,,,
140,1.21887616891304,0.2703163975907721,1.2933604081887697,0.36498285112486956,0.6834855079650879,0.9869511127471924,0.014972611077297627,492.0,2.796477371143189e-17,8.917108859740619e-05,-3.3672238377915726
141,1.2190179137435375,0.2639566835115262,,,,,,,,,
142,1.219232051896049,0.26959768757345276,,,,,,,,,
143,1.2191933783357594,0.2640139423695886,,,,,,,,,
144,1.219322070980822,0.27117110367488567,,,,,,,,,
145,1.2190355212622752,0.2678101062541675,1.2938300670063831,0.3689036625023057,0.6834735870361328,0.9873285889625549,0.015702982349360926,516.0,7.626947348337598e-22,0.0003264541798102538,-3.307996772709902
